ParticipantID,Age,Gender,Ratings,Angle,Physical Distance,Perceived Distance
15,39,m,4,0,6.0,5.0969
15,39,m,4,180,5.27,3.294
15,39,m,4,180,3.44,4.1454
15,39,m,4,135,3.44,4.4655
15,39,m,4,270,5.5,5.1424
15,39,m,4,45,5.27,4.4143
15,39,m,4,180,3.77,3.7025
15,39,m,4,225,3.44,2.4037
15,39,m,4,45,5.5,4.4836
15,39,m,4,270,3.44,4.1638
15,39,m,4,315,3.77,2.4132
15,39,m,4,45,3.77,3.9139
15,39,m,4,90,6.0,4.4446
15,39,m,4,45,3.44,2.3623
15,39,m,4,270,1.43,1.9615
15,39,m,4,315,5.27,4.4466
15,39,m,4,180,1.43,1.8232
15,39,m,4,0,1.43,3.1728
15,39,m,4,270,6.0,4.7831
15,39,m,4,135,6.0,4.2037
15,39,m,4,90,5.27,4.1333
15,39,m,4,225,5.27,4.4491
15,39,m,4,225,5.5,3.1268
15,39,m,4,45,1.43,1.963
15,39,m,4,0,3.77,4.0799
15,39,m,4,90,5.5,4.4939
15,39,m,4,135,5.5,3.6637
15,39,m,4,270,3.77,4.4933
15,39,m,4,0,3.44,4.1573
15,39,m,4,90,3.77,3.6824
15,39,m,4,135,5.27,5.2266
15,39,m,4,225,3.77,3.1651
15,39,m,4,180,6.0,3.1515
15,39,m,4,225,1.43,1.6622
15,39,m,4,135,3.77,3.3529
15,39,m,4,90,3.44,3.9246
15,39,m,4,315,6.0,4.8462
15,39,m,4,225,6.0,3.9355
15,39,m,4,270,5.27,3.944
15,39,m,4,180,5.5,3.924
15,39,m,4,90,1.43,1.6406
15,39,m,4,135,1.43,1.9919
15,39,m,4,315,3.44,3.6935
15,39,m,4,0,5.27,4.2043
15,39,m,4,315,5.5,4.1739
15,39,m,4,0,5.5,5.2665
